"prvdr_id","scr","msr_cd","ftnt_id"
"110121","0.94","SPP_1",""
"110122","0.94","SPP_1",""
"110124","0.98","SPP_1",""
"110125","0.96","SPP_1",""
"110128","0.98","SPP_1",""
"110129","1.01","SPP_1",""
"110130","0.9","SPP_1",""
"110132","0.9","SPP_1",""
"110135","0.91","SPP_1",""
"110142","0.76","SPP_1",""
"110143","0.99","SPP_1",""
"110146","0.9","SPP_1",""
"110150","0.96","SPP_1",""
"110153","0.9","SPP_1",""
"110161","1.01","SPP_1",""
"110163","1.03","SPP_1",""
"110164","0.99","SPP_1",""
"110165","1.04","SPP_1",""
"110168","0.95","SPP_1",""
"110177","1","SPP_1",""
"110183","0.99","SPP_1",""
"110184","0.96","SPP_1",""
"110186","1","SPP_1",""
"110187","0.89","SPP_1",""
"110189","0.95","SPP_1",""
"110190","0.94","SPP_1",""
"110191","0.98","SPP_1",""
"110192","1","SPP_1",""
"110194","0.83","SPP_1",""
"110198","1.03","SPP_1",""
"110200","0.96","SPP_1",""
"110201","1","SPP_1",""
"110203","1.09","SPP_1",""
"110205","1.02","SPP_1",""
"110209","1.26","SPP_1",""
"110215","0.96","SPP_1",""
"110219","1.04","SPP_1",""
"110225","0.96","SPP_1",""
"110226","0.96","SPP_1",""
"110229","0.91","SPP_1",""
"110230","0.98","SPP_1",""
"120001","0.86","SPP_1",""
"120002","0.89","SPP_1",""
"120004","0.88","SPP_1",""
"120005","0.86","SPP_1",""
"120006","0.87","SPP_1",""
"120007","0.94","SPP_1",""
"120011","0.74","SPP_1",""
"120014","0.82","SPP_1",""
"120019","0.92","SPP_1",""
"120022","0.93","SPP_1",""
"120026","0.91","SPP_1",""
"120028","0.92","SPP_1",""
"130002","0.99","SPP_1",""
"130003","0.91","SPP_1",""
"130006","0.97","SPP_1",""
"130007","0.95","SPP_1",""
"130013","0.94","SPP_1",""
"130014","0.94","SPP_1",""
"130018","0.98","SPP_1",""
"130025","0.89","SPP_1",""
"130028","0.94","SPP_1",""
"130049","0.97","SPP_1",""
"130063","0.99","SPP_1",""
"130065","0.86","SPP_1",""
"130066","0.97","SPP_1",""
"140001","0.92","SPP_1",""
"140002","0.89","SPP_1",""
"140007","1.04","SPP_1",""
"140008","1.06","SPP_1",""
"140010","1.02","SPP_1",""
"140011","1.01","SPP_1",""
"140012","0.9","SPP_1",""
"140013","0.95","SPP_1",""
"140015","0.95","SPP_1",""
"140018","0.98","SPP_1",""
"140019","0.99","SPP_1",""
"140026","0.88","SPP_1",""
"140029","1.1","SPP_1",""
"140030","1.05","SPP_1",""
"140032","0.92","SPP_1",""
"140034","0.97","SPP_1",""
"140040","1.04","SPP_1",""
"140043","0.96","SPP_1",""
"140046","0.94","SPP_1",""
"140048","1.04","SPP_1",""
"140049","0.97","SPP_1",""
"140051","1.1","SPP_1",""
"140052","1","SPP_1",""
"140053","0.95","SPP_1",""
"140054","1.02","SPP_1",""
"140058","0.95","SPP_1",""
"140059","1.06","SPP_1",""
"140062","1.02","SPP_1",""
"140063","1.02","SPP_1",""
"140064","1","SPP_1",""
"140065","1.04","SPP_1",""
"140067","0.96","SPP_1",""
"140068","0.99","SPP_1",""
"140077","0.93","SPP_1",""
"140080","1.09","SPP_1",""
"140082","1.04","SPP_1",""
"140083","1.1","SPP_1",""
"140084","1.05","SPP_1",""
"140088","1.01","SPP_1",""
"140089","0.92","SPP_1",""
"140091","0.95","SPP_1",""
"140093","0.98","SPP_1",""
"140095","1.02","SPP_1",""
"140100","1.22","SPP_1",""
"140101","1.07","SPP_1",""
"140103","1.05","SPP_1",""
"140110","0.98","SPP_1",""
"140113","0.96","SPP_1",""
"140114","1.06","SPP_1",""
"140115","1.07","SPP_1",""
"140116","1.02","SPP_1",""
"140117","1.14","SPP_1",""
"140118","1.04","SPP_1",""
"140119","0.96","SPP_1",""
"140120","0.95","SPP_1",""
"140122","1.05","SPP_1",""
"140124","0.82","SPP_1",""
"140125","0.97","SPP_1",""
"140127","0.96","SPP_1",""
"140130","1.02","SPP_1",""
"140133","1.12","SPP_1",""
"140135","0.95","SPP_1",""
"140137","0.97","SPP_1",""
"140143","0.98","SPP_1",""
"140145","0.98","SPP_1",""
"140147","1.01","SPP_1",""
"140148","0.95","SPP_1",""
"140150","0.98","SPP_1",""
"140151","1.01","SPP_1",""
"140155","0.98","SPP_1",""
"140158","0.95","SPP_1",""
"140160","0.96","SPP_1",""
"140161","1.05","SPP_1",""
"140162","0.93","SPP_1",""
"140164","0.96","SPP_1",""
"140166","0.96","SPP_1",""
"140167","0.87","SPP_1",""
"140172","1","SPP_1",""
"140174","0.98","SPP_1",""
"140176","1.01","SPP_1",""
"140177","0.99","SPP_1",""
"140179","1.05","SPP_1",""
"140180","1.02","SPP_1",""
"140181","1.06","SPP_1",""
"140182","1.03","SPP_1",""
"140184","0.99","SPP_1",""
"140185","0.94","SPP_1",""
"140186","0.98","SPP_1",""
"140187","0.96","SPP_1",""
"140189","0.98","SPP_1",""
"140191","1.01","SPP_1",""
"140197","0.99","SPP_1",""
"140200","1.05","SPP_1",""
"140202","1.04","SPP_1",""
"140206","1.02","SPP_1",""
"140208","1.04","SPP_1",""
"140209","1.02","SPP_1",""
"140210","0.92","SPP_1",""
"140211","1.04","SPP_1",""
"140213","1.04","SPP_1",""
"140217","1.11","SPP_1",""
"140223","1.07","SPP_1",""
"140224","1.04","SPP_1",""
"140228","1.01","SPP_1",""
"140231","1.03","SPP_1",""
"140233","1.05","SPP_1",""
"140234","0.94","SPP_1",""
"140239","0.99","SPP_1",""
"140240","1.08","SPP_1",""
"140242","1.03","SPP_1",""
"140250","0.97","SPP_1",""
"140251","1.08","SPP_1",""
"140252","1.07","SPP_1",""
"140258","1.06","SPP_1",""
"140275","0.97","SPP_1",""
"140276","0.98","SPP_1",""
"140280","0.97","SPP_1",""
"140281","1","SPP_1",""
"140286","0.99","SPP_1",""
"140288","1.08","SPP_1",""
"140289","0.96","SPP_1",""
"140290","1.07","SPP_1",""
"140291","1.03","SPP_1",""
"140292","1.06","SPP_1",""
"140294","1.03","SPP_1",""
"140300","0.7","SPP_1",""
"140304","1.04","SPP_1",""
"150001","1.01","SPP_1",""
"150002","1.09","SPP_1",""
"150003","0.99","SPP_1",""
"150004","1.06","SPP_1",""
"150005","0.97","SPP_1",""
"150006","1.03","SPP_1",""
"150007","1.09","SPP_1",""
"150008","1.09","SPP_1",""
"150009","0.98","SPP_1",""
"150010","1.09","SPP_1",""
"150011","1.02","SPP_1",""
"150012","0.99","SPP_1",""
"150015","0.98","SPP_1",""
"150017","1.02","SPP_1",""
"150018","0.98","SPP_1",""
"150021","0.99","SPP_1",""
"150022","0.96","SPP_1",""
"150023","1.03","SPP_1",""
"150024","0.95","SPP_1",""
"150026","1.03","SPP_1",""
"150030","1.02","SPP_1",""
"150034","1.02","SPP_1",""
"150035","1.07","SPP_1",""
"150037","1.02","SPP_1",""
"150038","1.06","SPP_1",""
"150042","1.01","SPP_1",""
"150044","1.01","SPP_1",""
"150045","1.03","SPP_1",""
"150046","1.08","SPP_1",""
"150047","1.01","SPP_1",""
"150048","1.02","SPP_1",""
"150051","1.03","SPP_1",""
"150056","1.02","SPP_1",""
"150057","0.95","SPP_1",""
"150058","0.98","SPP_1",""
"150059","1.09","SPP_1",""
"150061","1.14","SPP_1",""
"150064","0.95","SPP_1",""
"150065","0.95","SPP_1",""
"150069","0.93","SPP_1",""
"150072","1.12","SPP_1",""
"150074","1.01","SPP_1",""
"150075","0.9","SPP_1",""
"150076","1.01","SPP_1",""
"150082","1.05","SPP_1",""
"150084","1.03","SPP_1",""
"150086","0.98","SPP_1",""
"150088","1.03","SPP_1",""
"150089","1.02","SPP_1",""
"150090","1.02","SPP_1",""
"150091","0.92","SPP_1",""
"150097","1.03","SPP_1",""
"150100","1.01","SPP_1",""
"150101","0.93","SPP_1",""
"150102","0.92","SPP_1",""
"150104","1.01","SPP_1",""
"150109","1","SPP_1",""
"150112","0.97","SPP_1",""
"150113","0.98","SPP_1",""
"150115","0.97","SPP_1",""
"150125","1.05","SPP_1",""
"150126","1.01","SPP_1",""
"150128","1.01","SPP_1",""
"150129","1.08","SPP_1",""
"150133","1.05","SPP_1",""
"150146","0.94","SPP_1",""
"150149","Not Available","SPP_1","16"
"150150","1.01","SPP_1",""
"150153","0.99","SPP_1",""
"150154","0.99","SPP_1",""
"150157","0.99","SPP_1",""
"150158","1.01","SPP_1",""
"150160","0.88","SPP_1",""
"150161","1.04","SPP_1",""
"150162","1.01","SPP_1",""
"150163","1.13","SPP_1",""
"150164","1.05","SPP_1",""
"150165","0.97","SPP_1",""
"150166","1.01","SPP_1",""
"150167","0.97","SPP_1",""
"150168","0.98","SPP_1",""
"150169","1.02","SPP_1",""
"150172","1.01","SPP_1",""
"150173","1.07","SPP_1",""
"150175","0.95","SPP_1",""
"150176","1","SPP_1",""
"150177","1.27","SPP_1",""
"160001","0.9","SPP_1",""
"160005","0.96","SPP_1",""
"160008","0.92","SPP_1",""
"160013","0.89","SPP_1",""
"160016","0.88","SPP_1",""
"160024","0.88","SPP_1",""
"160028","0.94","SPP_1",""
"160029","0.84","SPP_1",""
"160030","0.92","SPP_1",""
"160032","0.86","SPP_1",""
"160033","0.93","SPP_1",""
"160040","0.94","SPP_1",""
"160045","0.91","SPP_1",""
"160047","0.9","SPP_1",""
"160057","0.86","SPP_1",""
"160058","1.01","SPP_1",""
"160064","0.93","SPP_1",""
"160067","0.97","SPP_1",""
"160069","0.93","SPP_1",""
"160079","0.92","SPP_1",""
"160080","1","SPP_1",""
"160082","0.93","SPP_1",""
"160083","0.93","SPP_1",""
"160089","0.92","SPP_1",""
"160101","0.85","SPP_1",""
"160104","0.88","SPP_1",""
"160110","0.92","SPP_1",""
"160112","0.84","SPP_1",""
"160117","1","SPP_1",""
"160122","0.81","SPP_1",""
"160124","0.91","SPP_1",""
"160146","0.92","SPP_1",""
"160147","0.86","SPP_1",""
"160153","0.97","SPP_1",""
"170001","0.92","SPP_1",""
"170006","0.92","SPP_1",""
"170009","0.98","SPP_1",""
"170010","0.93","SPP_1",""
"170012","1.04","SPP_1",""
"170013","1.04","SPP_1",""
"170014","0.95","SPP_1",""
"170016","0.99","SPP_1",""
"170017","0.93","SPP_1",""
"170020","1.01","SPP_1",""
"170023","0.94","SPP_1",""
"170027","0.94","SPP_1",""
"170039","0.87","SPP_1",""
"170040","0.97","SPP_1",""
"170049","1","SPP_1",""
"170058","0.93","SPP_1",""
"170068","0.87","SPP_1",""
"170074","0.91","SPP_1",""
"170075","0.66","SPP_1",""
"170086","1.01","SPP_1",""
"170094","0.86","SPP_1",""
"170103","0.89","SPP_1",""
"170104","1.04","SPP_1",""
"170105","0.81","SPP_1",""
"170109","1.15","SPP_1",""
"170110","0.88","SPP_1",""
"170120","0.89","SPP_1",""
"170122","0.99","SPP_1",""
"170123","1.04","SPP_1",""
"170133","0.91","SPP_1",""
"170137","0.9","SPP_1",""
"170142","0.94","SPP_1",""
"170145","0.84","SPP_1",""
"170146","1.02","SPP_1",""
"170150","0.98","SPP_1",""
"170166","0.76","SPP_1",""
"170175","0.89","SPP_1",""
"170176","1.07","SPP_1",""
"170182","1.05","SPP_1",""
"170183","0.84","SPP_1",""
"170185","0.94","SPP_1",""
"170186","0.91","SPP_1",""
"170187","0.86","SPP_1",""
"170188","0.87","SPP_1",""
"170190","0.86","SPP_1",""
"170191","1.03","SPP_1",""
"170194","0.92","SPP_1",""
"170195","1.04","SPP_1",""
"170196","0.87","SPP_1",""
"170197","0.95","SPP_1",""
"170198","0.88","SPP_1",""
"170199","1.1","SPP_1",""
"170200","0.98","SPP_1",""
"180001","0.97","SPP_1",""
"180002","0.96","SPP_1",""
"180004","0.89","SPP_1",""
"180005","0.96","SPP_1",""
"180009","0.97","SPP_1",""
"180010","0.99","SPP_1",""
"180011","0.92","SPP_1",""
"180012","0.98","SPP_1",""
"180013","1.07","SPP_1",""
"180016","1.13","SPP_1",""
"180017","0.99","SPP_1",""
"180018","0.94","SPP_1",""
"180019","0.93","SPP_1",""
"180020","0.93","SPP_1",""
"180021","0.83","SPP_1",""
"180024","1.05","SPP_1",""
"180025","0.94","SPP_1",""
"180027","0.93","SPP_1",""
"180029","0.97","SPP_1",""
"180035","0.99","SPP_1",""
"180036","0.95","SPP_1",""
"180038","0.92","SPP_1",""
"180040","1","SPP_1",""
"180043","0.99","SPP_1",""
"180044","0.94","SPP_1",""
"180045","1.01","SPP_1",""
"180046","0.77","SPP_1",""
"180048","0.97","SPP_1",""
"180049","1.05","SPP_1",""
"180050","0.96","SPP_1",""
"180051","1","SPP_1",""
"180053","1","SPP_1",""
"180056","1.03","SPP_1",""
"180064","0.99","SPP_1",""
"180066","0.97","SPP_1",""
"180067","1.02","SPP_1",""
"180069","0.86","SPP_1",""
"180070","1.02","SPP_1",""
"180078","0.94","SPP_1",""
"180079","0.96","SPP_1",""
"180080","1","SPP_1",""
"180087","1.04","SPP_1",""
"180088","1.01","SPP_1",""
"180092","0.97","SPP_1",""
"180093","0.97","SPP_1",""
"180095","0.93","SPP_1",""
"180101","0.98","SPP_1",""
"180102","0.97","SPP_1",""
"180103","1.02","SPP_1",""
"180104","0.96","SPP_1",""
"180105","0.98","SPP_1",""
"180106","0.95","SPP_1",""
"180115","1.15","SPP_1",""
"180116","1.01","SPP_1",""
"180117","0.89","SPP_1",""
"180124","1.02","SPP_1",""
"180127","0.99","SPP_1",""
"180128","0.89","SPP_1",""
"180130","1.01","SPP_1",""
"180132","1","SPP_1",""
"180138","0.93","SPP_1",""
"180139","0.96","SPP_1",""
"180141","1.01","SPP_1",""
"180143","0.95","SPP_1",""
"180149","0.97","SPP_1",""
"190001","1.24","SPP_1",""
"190002","1.03","SPP_1",""
"190003","1.05","SPP_1",""
"190004","1.03","SPP_1",""
"190005","0.97","SPP_1",""
"190006","0.86","SPP_1",""
"190007","1.14","SPP_1",""
"190008","1.01","SPP_1",""
"190009","0.9","SPP_1",""
"190011","0.85","SPP_1",""
"190013","1.06","SPP_1",""
"190014","1.02","SPP_1",""
"190015","1.11","SPP_1",""
"190017","1.05","SPP_1",""
"190019","1.04","SPP_1",""
"190020","1.15","SPP_1",""
"190025","1.17","SPP_1",""
"190026","1.06","SPP_1",""
"190027","1.04","SPP_1",""
"190034","1.08","SPP_1",""
"190036","0.94","SPP_1",""
"190039","1.08","SPP_1",""
"190040","1.03","SPP_1",""
"190041","1.06","SPP_1",""
"190044","1.07","SPP_1",""
"190045","1.04","SPP_1",""
"190046","1.04","SPP_1",""
"190050","1.04","SPP_1",""
"190053","1.01","SPP_1",""
"190054","1.14","SPP_1",""
"190060","1.01","SPP_1",""
"190064","1.04","SPP_1",""
"190065","1.03","SPP_1",""
"190079","1.15","SPP_1",""
"190081","0.98","SPP_1",""
"190086","1.11","SPP_1",""
"190088","1.1","SPP_1",""
"190090","1.28","SPP_1",""
"190098","1.01","SPP_1",""
"190099","1.02","SPP_1",""
"190102","1.08","SPP_1",""
"190106","0.92","SPP_1",""
"190111","1.08","SPP_1",""
"190114","1.24","SPP_1",""
"190116","1.15","SPP_1",""
"190118","1.02","SPP_1",""
"190122","0.83","SPP_1",""
"190125","1.04","SPP_1",""
"190128","0.93","SPP_1",""
"190133","0.78","SPP_1",""
"190135","0.88","SPP_1",""
"190140","1.07","SPP_1",""
"190144","1.1","SPP_1",""
"190145","0.97","SPP_1",""
"190146","1","SPP_1",""
"190151","1.01","SPP_1",""
"190160","1.1","SPP_1",""
"190161","0.82","SPP_1",""
"190164","1.1","SPP_1",""
"190167","1.06","SPP_1",""
"190175","1.06","SPP_1",""
"190176","0.94","SPP_1",""
"190177","1.09","SPP_1",""
"190183","0.9","SPP_1",""
"190184","0.87","SPP_1",""
"190190","0.9","SPP_1",""
"190199","Not Available","SPP_1","16"
"190201","0.93","SPP_1",""
"190202","1.07","SPP_1",""
"190204","1.04","SPP_1",""
"190205","1.04","SPP_1",""
"190208","0.95","SPP_1",""
"190218","1.03","SPP_1",""
"190236","1.19","SPP_1",""
"190241","1.06","SPP_1",""
"190242","1.09","SPP_1",""
"190245","0.93","SPP_1",""
"190246","1.05","SPP_1",""
"190250","1","SPP_1",""
"190251","Not Available","SPP_1","16"
"190255","Not Available","SPP_1","16"
"190256","Not Available","SPP_1","16"
"190257","1.03","SPP_1",""
"190259","1.01","SPP_1",""
"190261","Not Available","SPP_1","16"
"190263","1","SPP_1",""
"190266","1.02","SPP_1",""
"190267","0.98","SPP_1",""
"190268","Not Available","SPP_1","16"
"190270","1.01","SPP_1",""
"190273","Not Available","SPP_1","16"
"190274","0.99","SPP_1",""
"190278","0.97","SPP_1",""
"190297","1","SPP_1",""
"190298","1","SPP_1",""
"190303","Not Available","SPP_1",""
"190307","Not Available","SPP_1","16"
"200001","1.01","SPP_1",""
"200002","1.07","SPP_1",""
"200008","1.01","SPP_1",""
"200009","1","SPP_1",""
"200018","0.86","SPP_1",""
"200019","0.96","SPP_1",""
"200020","0.96","SPP_1",""
"200021","0.91","SPP_1",""
"200024","0.96","SPP_1",""
"200025","0.91","SPP_1",""
"200031","0.88","SPP_1",""
"200033","1.02","SPP_1",""
"200034","0.97","SPP_1",""
"200037","0.96","SPP_1",""
"200039","0.99","SPP_1",""
"200040","0.94","SPP_1",""
"200041","0.96","SPP_1",""
"200050","0.95","SPP_1",""
"200052","0.84","SPP_1",""
"200063","0.94","SPP_1",""
"220001","1.05","SPP_1",""
"220002","1.08","SPP_1",""
"220008","1.1","SPP_1",""
"220010","1.05","SPP_1",""
"220011","1.08","SPP_1",""
"220012","1.01","SPP_1",""
"220015","1","SPP_1",""
"220016","1.03","SPP_1",""
"220017","1.04","SPP_1",""
"220019","1.03","SPP_1",""
"220020","1.02","SPP_1",""
"220024","1.03","SPP_1",""
"220029","1.09","SPP_1",""
"220030","1.05","SPP_1",""
"220031","1","SPP_1",""
"220033","1.06","SPP_1",""
"220035","1.02","SPP_1",""
"220036","1.01","SPP_1",""
"220046","1.03","SPP_1",""
"220049","1.11","SPP_1",""
"220050","1","SPP_1",""
"220051","0.97","SPP_1",""
"220052","1.02","SPP_1",""
"220058","1.12","SPP_1",""
"220060","1.04","SPP_1",""
"220062","0.89","SPP_1",""
"220063","0.99","SPP_1",""
"220065","1.12","SPP_1",""
"220066","1.07","SPP_1",""
"220067","1.15","SPP_1",""
"220070","1.06","SPP_1",""
"220071","1.02","SPP_1",""
"220073","1.11","SPP_1",""
"220074","1.04","SPP_1",""
"220075","1","SPP_1",""
"220077","1.05","SPP_1",""
"220080","1.07","SPP_1",""
"220082","1.05","SPP_1",""
"220083","1.04","SPP_1",""
"220084","1.03","SPP_1",""
"220086","1.04","SPP_1",""
"220088","1.01","SPP_1",""
"220090","1.04","SPP_1",""
"220095","0.98","SPP_1",""
"220098","1.11","SPP_1",""
"220100","1.1","SPP_1",""
"220101","1","SPP_1",""
"220105","1.04","SPP_1",""
"220108","1.01","SPP_1",""
"220110","1.01","SPP_1",""
"220111","1.07","SPP_1",""
"220116","1.03","SPP_1",""
"220119","1.02","SPP_1",""
"220126","1.02","SPP_1",""
"220135","1","SPP_1",""
"220163","1.07","SPP_1",""
"220171","1.01","SPP_1",""
"220174","1.1","SPP_1",""
"220175","1.03","SPP_1",""
"220176","1","SPP_1",""
"220177","0.82","SPP_1",""
"230002","1.04","SPP_1",""
"230003","0.86","SPP_1",""
"230004","0.98","SPP_1",""
"230005","0.94","SPP_1",""
"230013","1","SPP_1",""
"230015","0.93","SPP_1",""
"230017","0.95","SPP_1",""
"230019","0.99","SPP_1",""
"230020","1.02","SPP_1",""
"230021","0.94","SPP_1",""
"230022","0.92","SPP_1",""
"230024","1.04","SPP_1",""
"230029","1.01","SPP_1",""
"230030","1.01","SPP_1",""
"230031","0.94","SPP_1",""
"230035","0.87","SPP_1",""
"230036","0.99","SPP_1",""
"230037","0.97","SPP_1",""
"230038","1","SPP_1",""
"230040","0.86","SPP_1",""
"230041","1.02","SPP_1",""
"230046","1","SPP_1",""
"230047","1.03","SPP_1",""
"230053","0.99","SPP_1",""
"230054","0.95","SPP_1",""
"230055","0.96","SPP_1",""
"230058","0.87","SPP_1",""
"230059","0.97","SPP_1",""
"230066","0.98","SPP_1",""
"230069","0.96","SPP_1",""
"230070","0.98","SPP_1",""
"230071","1.08","SPP_1",""
"230072","0.94","SPP_1",""
"230075","0.98","SPP_1",""
"230077","1.01","SPP_1",""
"230078","0.92","SPP_1",""
"230080","0.94","SPP_1",""
"230081","0.9","SPP_1",""
"230085","0.93","SPP_1",""
"230089","1","SPP_1",""
"230092","0.96","SPP_1",""
"230093","0.87","SPP_1",""
"230095","1","SPP_1",""
"230096","0.92","SPP_1",""
"230097","0.92","SPP_1",""
"230099","1.04","SPP_1",""
"230100","0.91","SPP_1",""
"230101","0.95","SPP_1",""
"230104","0.99","SPP_1",""
"230105","0.93","SPP_1",""
"230106","0.92","SPP_1",""
"230108","0.87","SPP_1",""
"230110","0.86","SPP_1",""
"230117","0.94","SPP_1",""
"230118","0.88","SPP_1",""
"230121","1.01","SPP_1",""
"230130","1.02","SPP_1",""
"230132","0.98","SPP_1",""
"230133","0.92","SPP_1",""
"230141","0.96","SPP_1",""
"230142","1.03","SPP_1",""
"230146","1.05","SPP_1",""
"230151","1.08","SPP_1",""
"230156","0.99","SPP_1",""
"230165","1.02","SPP_1",""
"230167","0.93","SPP_1",""
"230174","1.01","SPP_1",""
"230176","1","SPP_1",""
"230180","0.91","SPP_1",""
"230193","0.9","SPP_1",""
"230195","1.03","SPP_1",""
"230197","0.94","SPP_1",""
"230207","1.03","SPP_1",""
"230208","0.99","SPP_1",""
"230216","0.94","SPP_1",""
"230217","0.93","SPP_1",""
"230222","0.92","SPP_1",""
"230227","0.97","SPP_1",""
"230230","1","SPP_1",""
"230236","0.95","SPP_1",""
"230239","0.87","SPP_1",""
"230241","0.98","SPP_1",""
"230244","1.12","SPP_1",""
"230254","1.05","SPP_1",""
"230259","0.93","SPP_1",""
"230264","Not Available","SPP_1","16"
"230269","0.99","SPP_1",""
"230270","1.07","SPP_1",""
"230273","0.99","SPP_1",""
"230275","0.67","SPP_1",""
"230277","1","SPP_1",""
"230279","0.72","SPP_1",""
"230297","0.98","SPP_1",""
"230301","1.03","SPP_1",""
"230302","1.01","SPP_1",""
"240001","0.93","SPP_1",""
"240002","1","SPP_1",""
"240004","0.93","SPP_1",""
"240006","0.9","SPP_1",""
"240010","0.95","SPP_1",""
"240014","0.85","SPP_1",""
"240018","0.86","SPP_1",""
"240019","0.95","SPP_1",""
"240020","0.88","SPP_1",""
"240022","0.95","SPP_1",""
"240030","0.91","SPP_1",""
"240036","0.91","SPP_1",""
"240038","0.93","SPP_1",""
"240040","0.85","SPP_1",""
"240043","0.88","SPP_1",""
"240044","0.87","SPP_1",""
"240047","0.98","SPP_1",""
"240050","0.92","SPP_1",""
"240052","0.92","SPP_1",""
"240053","0.93","SPP_1",""
"240056","0.93","SPP_1",""
"240057","0.94","SPP_1",""
"240059","0.8","SPP_1",""
"240061","0.93","SPP_1",""
"240063","0.96","SPP_1",""
"240064","0.94","SPP_1",""
"240066","0.88","SPP_1",""
"240069","0.84","SPP_1",""
"240071","0.85","SPP_1",""
"240075","0.85","SPP_1",""
"240076","0.88","SPP_1",""
"240078","0.96","SPP_1",""
"240080","0.97","SPP_1",""
"240084","0.88","SPP_1",""
"240088","0.87","SPP_1",""
"240093","0.91","SPP_1",""
"240100","0.87","SPP_1",""
"240101","0.91","SPP_1",""
"240104","0.89","SPP_1",""
"240106","0.95","SPP_1",""
"240115","0.91","SPP_1",""
"240117","0.91","SPP_1",""
"240132","0.92","SPP_1",""
"240141","0.82","SPP_1",""
"240166","0.8","SPP_1",""
"240187","0.86","SPP_1",""
"240196","Not Available","SPP_1","16"
"240206","Not Available","SPP_1","16"
"240207","0.95","SPP_1",""
"240210","0.91","SPP_1",""
"240213","0.89","SPP_1",""
"240214","0.86","SPP_1",""
"250001","1.05","SPP_1",""
"250002","0.97","SPP_1",""
"250004","0.97","SPP_1",""
"250006","0.98","SPP_1",""
"250007","0.98","SPP_1",""
"250009","0.97","SPP_1",""
"250010","0.9","SPP_1",""
"250012","1.07","SPP_1",""
"250015","0.95","SPP_1",""
"250017","0.88","SPP_1",""
"250018","Not Available","SPP_1","16"
"250019","1.02","SPP_1",""
"250020","0.93","SPP_1",""
"250025","0.95","SPP_1",""
"250027","0.82","SPP_1",""
"250031","1.11","SPP_1",""
"250034","0.95","SPP_1",""
"250036","0.94","SPP_1",""
"250038","1.03","SPP_1",""
"250040","1.04","SPP_1",""
"250042","0.98","SPP_1",""
"250043","0.75","SPP_1",""
"250044","1.07","SPP_1",""
"250048","0.98","SPP_1",""
"250049","0.95","SPP_1",""
"250050","0.98","SPP_1",""
"250051","0.98","SPP_1",""
"250057","1.03","SPP_1",""
"250058","0.93","SPP_1",""
"250059","0.92","SPP_1",""
"250060","1.09","SPP_1",""
"250061","0.74","SPP_1",""
"250067","1.04","SPP_1",""
"250069","1.09","SPP_1",""
"250072","1.04","SPP_1",""
"250077","0.93","SPP_1",""
"250078","1","SPP_1",""
"250079","0.95","SPP_1",""
"250081","0.97","SPP_1",""
"250082","1.01","SPP_1",""
"250084","1.13","SPP_1",""
"250085","0.97","SPP_1",""
"250093","1.01","SPP_1",""
"250094","0.97","SPP_1",""
"250095","0.99","SPP_1",""
"250096","1.08","SPP_1",""
"250097","1.01","SPP_1",""
"250099","1.03","SPP_1",""
"250100","1.02","SPP_1",""
"250102","1.01","SPP_1",""
"250104","1.01","SPP_1",""
"250117","1.07","SPP_1",""
"250122","1.07","SPP_1",""
"250123","1","SPP_1",""
"250124","1.04","SPP_1",""
"250126","0.94","SPP_1",""
"250128","0.98","SPP_1",""
"250134","0.56","SPP_1",""
"250136","0.98","SPP_1",""
"250138","1.04","SPP_1",""
"250141","0.98","SPP_1",""
"250151","1.08","SPP_1",""
"250152","Not Available","SPP_1","16"
"250162","1.1","SPP_1",""
"260001","0.92","SPP_1",""
"260004","0.7","SPP_1",""
"260005","0.97","SPP_1",""
"260006","0.98","SPP_1",""
"260009","0.84","SPP_1",""
"260011","0.95","SPP_1",""
"260015","0.96","SPP_1",""
"260017","0.98","SPP_1",""
"260020","0.97","SPP_1",""
"260022","0.93","SPP_1",""
